locus_tag	gene_name	start_site	end_site	gene_length
non_coding_1776	region	1748736	1748747	12
non_coding_1777	region	1749560	1749563	4
non_coding_1779	region	1751014	1751077	64
non_coding_1780	region	1751725	1751728	4
non_coding_1781	region	1753831	1753851	21
non_coding_1782	region	1754478	1754932	455
non_coding_1783	region	1755142	1755496	355
non_coding_1784	region	1755691	1755698	8
non_coding_1785	region	1757111	1757421	311
non_coding_1786	region	1757658	1757721	64
non_coding_1787	region	1758726	1758874	149
non_coding_1788	region	1759291	1759303	13
non_coding_1791	region	1762513	1762522	10
non_coding_1792	region	1764010	1764018	9
non_coding_1793	region	1764387	1764713	327
non_coding_1794	region	1764781	1764934	154
non_coding_1795	region	1765123	1765222	100
non_coding_1797	region	1768686	1769074	389
non_coding_1798	region	1770187	1770372	186
non_coding_1799	region	1770478	1770615	138
non_coding_1800	region	1770972	1771071	100
non_coding_1801	region	1772286	1772512	227
non_coding_1802	region	1773778	1773789	12
non_coding_1803	region	1774656	1774686	31
non_coding_1804	region	1775445	1775587	143
non_coding_1805	region	1777183	1777196	14
non_coding_1806	region	1778348	1778390	43
non_coding_1807	region	1779302	1779617	316
non_coding_1808	region	1780382	1780401	20
non_coding_1809	region	1781340	1781395	56
non_coding_1811	region	1782975	1782977	3
non_coding_1812	region	1784678	1784734	57
non_coding_1813	region	1787113	1787445	333
non_coding_1814	region	1788279	1788435	157
non_coding_1815	region	1789482	1789613	132
non_coding_1816	region	1789805	1789808	4
non_coding_1817	region	1791245	1791307	63
non_coding_1818	region	1792021	1792267	247
non_coding_1819	region	1792732	1792809	78
non_coding_1820	region	1793559	1793558	0
non_coding_1821	region	1794110	1794172	63
non_coding_1822	region	1795153	1795253	101
non_coding_1823	region	1795553	1795557	5
non_coding_1824	region	1797945	1797959	15
non_coding_1825	region	1798943	1799226	284
non_coding_1826	region	1799271	1799393	123
non_coding_1827	region	1799750	1799802	53
non_coding_1828	region	1800000	1800096	97
non_coding_1829	region	1800639	1800642	4
non_coding_1830	region	1802571	1803094	524
non_coding_1831	region	1804994	1805165	172
non_coding_1832	region	1805273	1805325	53
non_coding_1833	region	1806084	1806370	287
non_coding_1834	region	1807300	1807400	101
non_coding_1835	region	1807691	1807796	106
non_coding_1836	region	1808657	1808697	41
non_coding_1837	region	1809234	1809380	147
non_coding_1838	region	1810049	1810211	163
non_coding_1839	region	1810802	1810934	133
non_coding_1840	region	1812326	1812329	4
non_coding_1841	region	1813133	1813421	289
non_coding_1842	region	1813664	1813867	204
non_coding_1843	region	1816129	1816386	258
non_coding_1844	region	1817136	1817148	13
non_coding_1845	region	1818501	1818605	105
non_coding_1846	region	1819448	1819455	8
non_coding_1847	region	1819806	1819856	51
non_coding_1848	region	1821215	1821299	85
non_coding_1849	region	1821620	1821918	299
non_coding_1850	region	1822257	1822458	202
non_coding_1851	region	1823286	1823515	230
non_coding_1853	region	1824938	1825140	203
non_coding_1854	region	1825626	1825955	330
non_coding_1859	region	1831983	1832428	446
non_coding_1860	region	1833235	1833401	167
non_coding_1861	region	1834112	1834116	5
non_coding_1862	region	1834794	1834808	15
non_coding_1863	region	1835516	1835515	0
non_coding_1864	region	1836064	1836073	10
non_coding_1866	region	1838748	1838747	0
non_coding_1867	region	1839401	1839467	67
non_coding_1868	region	1840775	1840783	9
non_coding_1869	region	1841404	1841490	87
non_coding_1871	region	1842136	1842371	236
non_coding_1872	region	1843715	1843831	117
non_coding_1873	region	1844872	1844999	128
non_coding_1874	region	1846961	1846965	5
non_coding_1875	region	1848009	1848125	117
non_coding_1876	region	1848677	1848837	161
non_coding_1877	region	1850694	1850860	167
non_coding_1878	region	1851877	1851887	11
non_coding_1879	region	1852529	1852621	93
non_coding_1880	region	1853980	1854096	117
non_coding_1881	region	1854855	1854991	137
non_coding_1882	region	1855972	1855981	10
non_coding_1883	region	1856929	1856933	5
non_coding_1884	region	1857770	1857790	21
non_coding_1885	region	1858834	1858850	17
non_coding_1886	region	1860230	1860256	27
non_coding_1887	region	1861333	1861702	370
non_coding_1888	region	1861975	1862016	42
non_coding_1889	region	1862430	1862771	342
non_coding_1890	region	1863767	1863850	84
non_coding_1891	region	1864735	1864782	48
non_coding_1892	region	1865637	1865726	90
non_coding_1893	region	1866473	1866908	436
non_coding_1894	region	1868843	1868955	113
non_coding_1895	region	1870239	1870385	147
non_coding_1896	region	1871861	1872041	181
non_coding_1897	region	1873532	1873574	43
non_coding_1898	region	1874078	1874078	1
non_coding_1899	region	1874183	1874352	170
non_coding_1901	region	1875577	1875673	97
non_coding_1902	region	1876855	1876909	55
non_coding_1903	region	1877257	1877278	22
non_coding_1904	region	1877533	1877715	183
non_coding_1905	region	1878741	1878773	33
non_coding_1906	region	1878872	1878874	3
non_coding_1907	region	1878949	1879007	59
non_coding_1908	region	1879256	1879403	148
non_coding_1909	region	1879586	1879589	4
non_coding_1910	region	1879949	1880121	173
non_coding_1911	region	1880760	1880886	127
non_coding_1912	region	1881810	1881912	103
non_coding_1913	region	1882998	1883188	191
non_coding_1914	region	1884634	1884665	32
non_coding_1915	region	1885790	1885845	56
non_coding_1916	region	1886811	1886864	54
non_coding_1917	region	1887992	1888061	70
non_coding_1918	region	1889747	1889951	205
non_coding_1919	region	1890533	1890572	40
non_coding_1920	region	1891268	1891325	58
non_coding_1921	region	1893236	1893367	132
non_coding_1922	region	1893712	1894133	422
non_coding_1923	region	1894433	1894552	120
non_coding_1924	region	1894732	1894805	74
non_coding_1925	region	1896167	1896170	4
non_coding_1926	region	1896749	1896932	184
non_coding_1927	region	1898297	1898427	131
non_coding_1928	region	1900026	1900029	4
non_coding_1930	region	1901732	1902048	317
non_coding_1931	region	1903020	1903082	63
non_coding_1932	region	1903883	1903895	13
non_coding_1933	region	1904747	1904801	55
non_coding_1934	region	1905260	1905688	429
non_coding_1936	region	1907061	1907226	166
non_coding_1937	region	1907436	1907448	13
non_coding_1938	region	1907592	1908261	670
non_coding_1939	region	1908549	1908623	75
non_coding_1940	region	1908767	1908925	159
non_coding_1941	region	1909165	1909308	144
non_coding_1942	region	1910100	1910276	177
non_coding_1943	region	1911650	1911695	46
non_coding_1944	region	1912577	1912768	192
non_coding_1945	region	1914817	1914836	20
non_coding_1946	region	1915535	1915631	97
non_coding_1947	region	1916129	1916258	130
non_coding_1949	region	1920144	1920223	80
non_coding_1950	region	1921663	1921780	118
non_coding_1951	region	1922017	1922121	105
non_coding_1952	region	1922313	1922313	1
non_coding_1953	region	1922970	1923066	97
non_coding_1955	region	1923208	1923365	158
non_coding_1956	region	1923707	1923719	13
non_coding_1957	region	1924592	1924595	4
non_coding_1958	region	1924970	1925108	139
non_coding_1959	region	1925339	1925440	102
non_coding_1960	region	1926097	1926120	24
non_coding_1962	region	1928840	1929048	209
non_coding_1963	region	1929708	1930034	327
non_coding_1964	region	1930391	1930457	67
non_coding_1965	region	1930748	1930881	134
non_coding_1966	region	1932060	1932115	56
non_coding_1967	region	1932757	1932793	37
non_coding_1968	region	1934605	1934839	235
non_coding_1969	region	1936315	1936652	338
non_coding_1970	region	1937522	1937649	128
non_coding_1971	region	1939092	1939222	131
non_coding_1972	region	1940194	1940313	120
non_coding_1973	region	1941636	1941651	16
non_coding_1974	region	1942584	1942662	79
non_coding_1976	region	1944200	1944346	147
non_coding_1977	region	1945357	1945365	9
non_coding_1978	region	1945977	1946115	139
non_coding_1979	region	1946181	1946251	71
non_coding_1980	region	1946854	1946855	2
non_coding_1981	region	1947377	1947411	35
non_coding_1982	region	1948152	1948180	29
non_coding_1983	region	1948633	1948750	118
non_coding_1984	region	1950523	1950832	310
non_coding_1986	region	1952214	1952266	53
non_coding_1987	region	1952662	1952702	41
non_coding_1989	region	1954414	1954578	165
non_coding_1990	region	1957008	1957032	25
non_coding_1991	region	1958133	1958441	309
non_coding_1992	region	1958521	1958520	0
non_coding_1993	region	1959267	1959280	14
non_coding_1994	region	1959847	1960062	216
non_coding_1995	region	1961796	1961837	42
non_coding_1996	region	1961882	1961972	91
non_coding_1997	region	1962461	1962580	120
non_coding_1998	region	1962973	1962972	0
non_coding_2000	region	1966192	1966393	202
non_coding_2001	region	1967038	1967048	11
non_coding_2002	region	1967438	1967452	15
non_coding_2003	region	1968502	1968504	3
non_coding_2004	region	1969365	1969383	19
non_coding_2005	region	1970985	1971030	46
non_coding_2006	region	1972692	1972836	145
non_coding_2007	region	1973340	1973360	21
non_coding_2008	region	1975325	1975329	5
non_coding_2010	region	1977140	1977208	69
non_coding_2012	region	1977845	1977847	3
non_coding_2013	region	1978198	1978518	321
non_coding_2015	region	1979216	1979753	538
non_coding_2016	region	1980182	1980188	7
non_coding_2018	region	1982388	1982554	167
non_coding_2019	region	1983541	1983555	15
non_coding_2020	region	1985070	1985139	70
non_coding_2021	region	1986129	1986925	797
non_coding_2022	region	1987429	1987507	79
non_coding_2023	region	1987759	1987873	115
non_coding_2024	region	1987960	1988222	263
non_coding_2025	region	1988546	1988716	171
non_coding_2026	region	1989214	1989251	38
non_coding_2027	region	1989491	1989681	191
non_coding_2028	region	1990893	1990954	62
non_coding_2029	region	1991620	1991748	129
non_coding_2030	region	1991815	1991815	1
non_coding_2031	region	1991902	1991914	13
non_coding_2032	region	1991988	1992042	55
non_coding_2033	region	1992118	1992269	152
non_coding_2034	region	1992818	1992874	57
non_coding_2036	region	1995360	1995655	296
non_coding_2038	region	1996043	1996110	68
non_coding_2039	region	1996833	1996921	89
non_coding_2040	region	1997058	1997062	5
non_coding_2042	region	1998480	1998494	15
non_coding_2043	region	1999481	1999585	105
non_coding_2044	region	2000386	2000473	88
non_coding_2045	region	2001025	2001070	46
non_coding_2046	region	2001790	2001912	123
non_coding_2047	region	2002107	2002110	4
non_coding_2048	region	2003607	2003872	266
non_coding_2049	region	2005279	2005303	25
non_coding_2050	region	2005714	2005713	0
non_coding_2051	region	2006079	2006156	78
non_coding_2052	region	2007644	2007677	34
non_coding_2053	region	2008091	2008277	187
non_coding_2055	region	2009713	2009821	109
non_coding_2056	region	2010490	2010600	111
non_coding_2057	region	2011080	2011223	144
non_coding_2058	region	2012352	2012502	151
non_coding_2060	region	2013015	2013229	215
non_coding_2063	region	2016555	2016554	0
non_coding_2064	region	2017928	2017946	19
non_coding_2066	region	2019514	2019618	105
non_coding_2067	region	2020083	2020087	5
non_coding_2069	region	2021502	2021504	3
non_coding_2070	region	2021870	2021869	0
non_coding_2071	region	2022607	2022616	10
non_coding_2072	region	2022886	2022893	8
non_coding_2073	region	2023679	2023968	290
non_coding_2074	region	2024592	2024635	44
non_coding_2075	region	2024824	2024986	163
non_coding_2076	region	2025214	2025223	10
non_coding_2077	region	2025314	2025511	198
non_coding_2079	region	2028018	2028188	171
non_coding_2080	region	2028371	2028449	79
non_coding_2081	region	2029367	2029539	173
non_coding_2084	region	2032318	2032384	67
non_coding_2085	region	2033080	2033119	40
non_coding_2086	region	2033422	2033649	228
non_coding_2087	region	2033740	2034051	312
non_coding_2088	region	2035244	2035835	592
non_coding_2089	region	2036687	2036794	108
non_coding_2090	region	2038153	2038152	0
non_coding_2091	region	2038824	2038956	133
non_coding_2092	region	2039370	2039478	109
non_coding_2093	region	2040483	2040483	1
non_coding_2094	region	2041119	2041375	257
non_coding_2095	region	2042026	2042368	343
non_coding_2096	region	2042899	2043468	570
non_coding_2097	region	2043558	2043651	94
non_coding_2098	region	2044449	2044549	101
non_coding_2099	region	2044625	2044938	314
non_coding_2100	region	2052015	2052276	262
non_coding_2101	region	2053329	2053643	315
non_coding_2102	region	2054960	2055061	102
non_coding_2103	region	2056516	2056858	343
non_coding_2104	region	2057575	2058027	453
non_coding_2105	region	2058103	2058203	101
non_coding_2106	region	2059847	2059851	5
non_coding_2107	region	2059927	2059964	38
non_coding_2108	region	2060915	2061016	102
non_coding_2109	region	2061934	2062260	327
non_coding_2110	region	2062336	2062391	56
non_coding_2111	region	2063324	2063388	65
non_coding_2112	region	2064468	2064479	12
non_coding_2114	region	2065765	2066068	304
non_coding_2115	region	2066155	2066305	151
non_coding_2116	region	2067286	2067360	75
non_coding_2117	region	2067893	2068261	369
non_coding_2118	region	2068420	2068635	216
non_coding_2121	region	2070181	2070786	606
non_coding_2122	region	2071212	2071317	106
non_coding_2123	region	2071512	2071539	28
non_coding_2124	region	2074659	2074779	121
non_coding_2126	region	2076755	2076817	63
non_coding_2127	region	2077039	2077112	74
non_coding_2128	region	2077481	2077569	89
non_coding_2130	region	2078135	2078549	415
non_coding_2132	region	2078932	2079032	101
non_coding_2133	region	2079362	2079427	66
non_coding_2134	region	2079478	2079533	56
non_coding_2135	region	2080592	2080789	198
non_coding_2136	region	2081263	2081381	119
non_coding_2137	region	2082548	2082756	209
non_coding_2138	region	2084184	2084226	43
non_coding_2139	region	2084454	2084467	14
non_coding_2140	region	2085526	2085704	179
non_coding_2142	region	2087115	2087329	215
non_coding_2143	region	2088259	2088304	46
non_coding_2144	region	2089129	2089211	83
non_coding_2146	region	2089714	2089996	283
non_coding_2147	region	2090047	2090192	146
non_coding_2148	region	2091092	2091097	6
non_coding_2150	region	2093469	2093468	0
non_coding_2151	region	2094536	2094535	0
non_coding_2152	region	2095126	2095125	0
non_coding_2155	region	2097226	2097321	96
non_coding_2156	region	2098302	2098447	146
non_coding_2157	region	2099614	2099862	249
non_coding_2158	region	2101269	2101396	128
non_coding_2160	region	2102876	2103391	516
non_coding_2163	region	2106058	2106060	3
non_coding_2164	region	2107227	2107226	0
non_coding_2165	region	2108330	2108337	8
non_coding_2167	region	2110139	2110138	0
non_coding_2168	region	2111020	2111077	58
non_coding_2169	region	2111977	2111976	0
non_coding_2170	region	2113062	2113434	373
non_coding_2171	region	2114328	2114502	175
non_coding_2172	region	2115897	2115907	11
non_coding_2174	region	2118405	2118680	276
non_coding_2175	region	2120159	2120160	2
non_coding_2176	region	2121555	2121609	55
non_coding_2177	region	2122980	2123084	105
non_coding_2178	region	2124521	2124523	3
non_coding_2180	region	2126223	2126225	3
non_coding_2181	region	2127191	2127193	3
non_coding_2182	region	2128315	2128340	26
non_coding_2183	region	2128889	2128904	16
non_coding_2184	region	2129651	2129661	11
non_coding_2187	region	2132556	2132558	3
non_coding_2188	region	2133398	2133490	93
non_coding_2189	region	2135653	2135655	3
non_coding_2190	region	2136099	2136104	6
non_coding_2191	region	2137244	2137902	659
non_coding_2192	region	2139486	2139759	274
non_coding_2193	region	2141613	2141634	22
non_coding_2194	region	2142216	2142307	92
non_coding_2195	region	2142949	2143266	318
non_coding_2196	region	2146584	2146692	109
non_coding_2197	region	2147541	2147674	134
non_coding_2198	region	2149027	2149039	13
non_coding_2199	region	2150986	2151185	200
non_coding_2200	region	2151647	2151711	65
non_coding_2202	region	2153129	2153311	183
non_coding_2204	region	2153409	2153646	238
non_coding_2206	region	2153738	2154016	279
non_coding_2207	region	2155264	2155263	0
non_coding_2208	region	2158386	2158386	1
non_coding_2209	region	2161464	2161464	1
non_coding_2212	region	2164999	2165189	191
non_coding_2213	region	2165522	2165668	147
non_coding_2214	region	2167030	2167114	85
non_coding_2215	region	2167201	2167302	102
non_coding_2216	region	2167521	2167602	82
non_coding_2217	region	2167821	2167989	169
non_coding_2218	region	2168307	2168712	406
non_coding_2219	region	2169612	2169693	82
non_coding_2222	region	2171399	2171833	435
non_coding_2223	region	2172874	2172921	48
non_coding_2224	region	2174279	2174282	4
non_coding_2225	region	2174567	2174597	31
non_coding_2226	region	2175050	2175059	10
non_coding_2227	region	2176322	2176350	29
non_coding_2228	region	2177205	2177512	308
non_coding_2229	region	2178565	2178821	257
non_coding_2233	region	2182782	2182833	52
non_coding_2234	region	2183652	2183716	65
non_coding_2236	region	2185302	2185524	223
non_coding_2237	region	2185797	2185917	121
non_coding_2238	region	2186742	2186960	219
non_coding_2239	region	2187299	2187380	82
non_coding_2240	region	2188415	2188430	16
non_coding_2241	region	2190911	2190926	16
non_coding_2242	region	2191646	2191680	35
non_coding_2243	region	2192223	2192515	293
non_coding_2244	region	2192797	2193059	263
non_coding_2245	region	2194169	2194300	132
non_coding_2246	region	2196334	2196474	141
non_coding_2247	region	2197299	2197410	112
non_coding_2248	region	2200270	2200279	10
non_coding_2249	region	2203912	2203972	61
non_coding_2250	region	2204290	2204596	307
non_coding_2251	region	2205685	2205695	11
non_coding_2254	region	2210945	2211225	281
non_coding_2255	region	2211687	2211726	40
non_coding_2256	region	2212197	2212243	47
non_coding_2258	region	2214645	2214866	222
non_coding_2259	region	2215598	2215657	60
non_coding_2261	region	2216477	2216481	5
non_coding_2263	region	2218558	2218564	7
non_coding_2264	region	2219482	2219692	211
non_coding_2265	region	2221990	2222185	196
non_coding_2266	region	2223901	2223938	38
non_coding_2267	region	2224871	2225044	174
non_coding_2268	region	2225632	2225801	170
non_coding_2269	region	2226380	2226509	130
non_coding_2270	region	2227271	2227323	53
non_coding_2271	region	2228759	2228982	224
non_coding_2272	region	2229066	2229438	373
non_coding_2273	region	2230386	2230624	239
non_coding_2275	region	2231715	2231844	130
non_coding_2276	region	2232729	2232878	150
non_coding_2277	region	2233598	2233600	3
non_coding_2278	region	2233840	2234033	194
non_coding_2280	region	2236501	2236743	243
non_coding_2281	region	2237754	2237769	16
non_coding_2282	region	2239290	2239350	61
non_coding_2283	region	2240349	2240628	280
non_coding_2284	region	2241669	2241810	142
non_coding_2285	region	2242968	2242984	17
non_coding_2286	region	2243653	2243910	258
non_coding_2287	region	2244747	2244778	32
non_coding_2288	region	2246770	2247063	294
non_coding_2289	region	2248533	2248737	205
non_coding_2290	region	2249619	2249717	99
non_coding_2291	region	2250767	2250840	74
non_coding_2292	region	2251698	2251700	3
non_coding_2293	region	2252789	2252895	107
non_coding_2294	region	2254146	2254245	100
non_coding_2295	region	2255187	2255355	169
non_coding_2296	region	2256015	2256085	71
non_coding_2297	region	2257336	2257429	94
non_coding_2299	region	2259297	2259719	423
non_coding_2300	region	2261411	2261427	17
non_coding_2301	region	2262366	2262365	0
non_coding_2302	region	2263496	2263863	368
non_coding_2304	region	2265296	2265450	155
non_coding_2305	region	2266023	2266245	223
non_coding_2306	region	2267712	2267829	118
non_coding_2307	region	2268816	2268854	39
non_coding_2308	region	2269568	2269979	412
non_coding_2309	region	2270546	2270726	181
non_coding_2310	region	2272283	2272364	82
non_coding_2311	region	2274179	2274179	1
non_coding_2312	region	2275274	2275273	0
non_coding_2313	region	2276299	2276300	2
non_coding_2314	region	2277890	2277893	4
non_coding_2315	region	2278238	2278570	333
non_coding_2316	region	2279761	2279788	28
non_coding_2317	region	2280484	2280632	149
non_coding_2318	region	2282393	2282517	125
non_coding_2319	region	2282802	2282940	139
non_coding_2320	region	2283948	2284129	182
non_coding_2321	region	2284357	2284376	20
non_coding_2322	region	2286137	2286211	75
non_coding_2323	region	2286288	2286390	103
non_coding_2325	region	2290046	2290500	455
non_coding_2326	region	2291148	2291358	211
non_coding_2332	region	2296321	2296362	42
non_coding_2334	region	2297645	2297657	13
non_coding_2335	region	2298260	2298269	10
non_coding_2338	region	2300261	2300267	7
non_coding_2341	region	2303498	2303606	109
non_coding_2342	region	2303771	2303905	135
non_coding_2343	region	2304394	2305108	715
non_coding_2344	region	2306755	2306972	218
non_coding_2345	region	2308616	2308691	76
non_coding_2346	region	2309342	2309341	0
non_coding_2347	region	2310406	2310479	74
non_coding_2348	region	2311535	2311646	112
non_coding_2349	region	2312750	2313084	335
non_coding_2350	region	2313177	2313488	312
non_coding_2351	region	2316161	2316177	17
non_coding_2352	region	2316828	2317027	200
non_coding_2353	region	2319877	2320043	167
non_coding_2355	region	2323252	2323447	196
non_coding_2356	region	2324110	2324109	0
non_coding_2358	region	2326079	2326109	31
non_coding_2359	region	2327294	2327367	74
non_coding_2360	region	2328144	2328148	5
non_coding_2361	region	2329798	2329798	1
non_coding_2364	region	2336645	2336793	149
non_coding_2365	region	2339421	2339567	147
non_coding_2366	region	2340290	2340417	128
non_coding_2367	region	2344170	2344594	425
non_coding_2368	region	2344738	2344865	128
non_coding_2369	region	2347151	2347350	200
non_coding_2371	region	2348515	2348514	0
non_coding_2372	region	2348769	2348822	54
non_coding_2373	region	2349473	2349687	215
non_coding_2374	region	2349894	2349935	42
non_coding_2375	region	2351012	2351016	5
non_coding_2376	region	2352375	2352647	273
non_coding_2379	region	2356712	2356904	193
non_coding_2380	region	2357804	2357816	13
non_coding_2381	region	2358002	2358042	41
non_coding_2382	region	2358846	2358863	18
non_coding_2383	region	2360153	2360209	57
non_coding_2384	region	2361415	2361429	15
non_coding_2385	region	2362212	2362431	220
non_coding_2386	region	2363634	2363733	100
non_coding_2387	region	2364276	2364554	279
non_coding_2388	region	2364980	2365018	39
non_coding_2389	region	2365621	2365910	290
non_coding_2390	region	2367068	2367071	4
non_coding_2391	region	2368040	2368039	0
non_coding_2393	region	2370909	2370908	0
non_coding_2395	region	2372893	2372892	0
non_coding_2397	region	2373539	2373648	110
non_coding_2399	region	2375963	2375962	0
non_coding_2400	region	2376820	2376834	15
non_coding_2402	region	2379260	2379348	89
non_coding_2403	region	2380644	2380722	79
non_coding_2404	region	2381028	2381082	55
non_coding_2405	region	2381544	2381608	65
non_coding_2406	region	2382526	2382713	188
non_coding_2407	region	2383925	2383995	71
non_coding_2408	region	2385723	2385860	138
non_coding_2409	region	2386832	2386934	103
non_coding_2410	region	2387438	2387710	273
non_coding_2411	region	2388427	2388635	209
non_coding_2412	region	2389058	2389116	59
non_coding_2413	region	2389965	2390048	84
non_coding_2414	region	2391506	2391512	7
non_coding_2415	region	2393042	2393205	164
non_coding_2418	region	2395897	2395908	12
non_coding_2419	region	2396451	2396465	15
non_coding_2421	region	2400166	2400218	53
non_coding_2423	region	2402053	2402055	3
non_coding_2424	region	2403846	2403951	106
non_coding_2425	region	2404614	2404629	16
non_coding_2426	region	2405073	2405703	631
non_coding_2427	region	2406642	2407561	920
non_coding_2428	region	2408779	2408862	84
non_coding_2429	region	2409462	2409520	59
non_coding_2430	region	2411353	2411439	87
non_coding_2431	region	2412090	2412100	11
non_coding_2432	region	2412595	2412677	83
non_coding_2433	region	2413133	2413470	338
non_coding_2434	region	2414673	2414747	75
non_coding_2435	region	2416892	2417081	190
non_coding_2436	region	2418602	2418634	33
non_coding_2437	region	2419177	2419234	58
non_coding_2438	region	2419789	2419841	53
non_coding_2439	region	2420486	2420621	136
non_coding_2440	region	2421269	2421325	57
non_coding_2441	region	2421688	2421708	21
non_coding_2442	region	2422602	2422649	48
non_coding_2443	region	2423540	2423736	197
non_coding_2444	region	2424510	2424517	8
non_coding_2446	region	2425917	2426006	90
non_coding_2447	region	2426789	2427009	221
non_coding_2448	region	2427792	2428057	266
non_coding_2449	region	2428627	2428721	95
non_coding_2450	region	2430239	2430275	37
non_coding_2451	region	2430764	2431022	259
non_coding_2453	region	2432943	2433012	70
non_coding_2454	region	2433927	2434082	156
non_coding_2455	region	2434742	2434824	83
non_coding_2456	region	2435637	2435636	0
non_coding_2457	region	2436650	2436715	66
non_coding_2458	region	2437852	2437950	99
non_coding_2460	region	2440121	2440385	265
non_coding_2461	region	2441606	2441764	159
non_coding_2462	region	2443771	2443891	121
non_coding_2463	region	2444170	2444203	34
non_coding_2464	region	2444752	2444751	0
non_coding_2465	region	2445561	2445560	0
non_coding_2466	region	2446385	2446388	4
non_coding_2467	region	2447474	2447508	35
non_coding_2468	region	2448441	2448606	166
non_coding_2469	region	2449158	2449228	71
non_coding_2470	region	2450050	2450051	2
non_coding_2473	region	2451585	2451584	0
non_coding_2474	region	2452337	2452356	20
non_coding_2475	region	2455002	2455083	82
non_coding_2476	region	2455647	2456327	681
non_coding_2477	region	2456813	2457015	203
non_coding_2478	region	2459160	2459159	0
non_coding_2479	region	2460470	2460650	181
non_coding_2480	region	2460935	2461306	372
non_coding_2481	region	2462647	2463012	366
non_coding_2482	region	2464071	2464252	182
non_coding_2483	region	2465008	2465301	294
non_coding_2484	region	2466234	2466309	76
non_coding_2485	region	2466384	2466545	162
non_coding_2486	region	2467703	2467855	153
non_coding_2489	region	2470463	2470497	35
non_coding_2490	region	2470644	2470803	160
non_coding_2492	region	2471518	2471544	27
non_coding_2493	region	2472063	2472112	50
non_coding_2494	region	2472388	2472387	0
non_coding_2496	region	2473247	2473604	358
non_coding_2497	region	2473967	2474032	66
non_coding_2498	region	2474857	2474984	128
non_coding_2500	region	2475874	2475873	0
non_coding_2502	region	2476235	2476310	76
non_coding_2503	region	2476511	2476584	74
non_coding_2504	region	2476599	2476694	96
non_coding_2505	region	2477630	2477847	218
non_coding_2506	region	2479185	2479202	18
non_coding_2507	region	2480531	2480638	108
non_coding_2508	region	2482177	2482176	0
non_coding_2509	region	2483340	2483729	390
non_coding_2511	region	2484370	2484374	5
non_coding_2512	region	2487968	2488023	56
non_coding_2513	region	2489169	2489242	74
non_coding_2514	region	2490187	2490256	70
non_coding_2515	region	2491951	2492004	54
non_coding_2516	region	2493255	2493767	513
non_coding_2517	region	2494403	2494698	296
non_coding_2518	region	2494974	2495050	77
non_coding_2519	region	2495293	2495645	353
non_coding_2520	region	2496566	2496921	356
non_coding_2521	region	2496993	2497057	65
non_coding_2522	region	2498296	2498671	376
non_coding_2523	region	2500369	2500383	15
non_coding_2524	region	2501118	2501130	13
non_coding_2525	region	2501988	2501990	3
non_coding_2526	region	2504486	2504510	25
non_coding_2527	region	2505548	2505547	0
non_coding_2528	region	2506633	2506647	15
non_coding_2529	region	2507895	2507916	22
non_coding_2530	region	2508243	2508461	219
non_coding_2531	region	2509427	2509630	204
non_coding_2532	region	2510887	2511001	115
non_coding_2533	region	2511328	2511468	141
non_coding_2535	region	2512777	2513042	266
non_coding_2536	region	2514245	2514331	87
non_coding_2537	region	2515444	2515643	200
non_coding_2538	region	2517833	2518041	209
non_coding_2539	region	2518117	2518156	40
non_coding_2540	region	2518232	2518467	236
non_coding_2541	region	2518812	2518813	2
non_coding_2542	region	2519206	2519257	52
non_coding_2543	region	2520673	2520931	259
non_coding_2544	region	2521007	2521051	45
non_coding_2545	region	2521127	2521173	47
non_coding_2546	region	2521249	2521253	5
non_coding_2547	region	2521329	2521593	265
non_coding_2548	region	2522478	2522729	252
non_coding_2549	region	2523986	2524045	60
non_coding_2550	region	2524879	2525127	249
non_coding_2551	region	2525892	2525930	39
non_coding_2552	region	2526857	2526946	90
non_coding_2554	region	2528160	2528161	2
non_coding_2555	region	2530177	2530247	71
non_coding_2556	region	2531234	2531463	230
non_coding_2557	region	2532225	2532409	185
non_coding_2558	region	2533381	2533764	384
non_coding_2559	region	2534022	2534066	45
non_coding_2560	region	2535794	2535834	41
non_coding_2561	region	2536344	2536386	43
non_coding_2562	region	2537238	2537342	105
non_coding_2563	region	2537717	2537749	33
non_coding_2564	region	2538484	2538672	189
non_coding_2565	region	2539584	2539717	134
non_coding_2567	region	2541680	2541679	0
non_coding_2568	region	2542513	2542512	0
non_coding_2569	region	2543529	2543832	304
non_coding_2570	region	2544624	2544752	129
non_coding_2571	region	2545610	2545773	164
non_coding_2572	region	2546670	2546673	4
non_coding_2573	region	2548098	2548102	5
non_coding_2574	region	2549407	2549646	240
non_coding_2575	region	2550546	2550641	96
non_coding_2576	region	2551217	2551277	61
non_coding_2578	region	2552139	2552352	214
non_coding_2579	region	2553222	2553225	4
non_coding_2580	region	2554125	2554130	6
non_coding_2581	region	2555183	2555228	46
non_coding_2582	region	2555729	2555741	13
non_coding_2583	region	2556401	2556410	10
non_coding_2584	region	2557298	2557318	21
non_coding_2585	region	2558680	2558858	179
non_coding_2586	region	2560067	2560257	191
non_coding_2587	region	2560899	2561368	470
non_coding_2588	region	2561614	2561625	12
non_coding_2589	region	2561994	2562111	118
non_coding_2591	region	2563118	2563592	475
non_coding_2592	region	2563970	2563980	11
non_coding_2593	region	2564373	2564523	151
non_coding_2594	region	2565333	2565481	149
