locus_tag	gene_name	start_site	end_site	gene_length
b1511	lsrK	1598617	1600209	1593
b1512	lsrR	1600288	1601241	954
b1513	lsrA	1601490	1603025	1536
b1514	lsrC	1603019	1604047	1029
b1515	lsrD	1604047	1605039	993
b1516	lsrB	1605051	1606073	1023
b1517	lsrF	1606100	1606975	876
b1518	lsrG	1606999	1607289	291
b1519	tam	1607346	1608104	759
b1520	yneE	1608108	1609022	915
b1521	uxaB	1609229	1610680	1452
b1522	dgcF	1610907	1611854	948
b1523	yneG	1611966	1612325	360
b1524	glsB	1612325	1613251	927
b1525	sad	1613315	1614703	1389
b1526	yneJ	1614804	1615685	882
b1527	yneK	1615763	1616878	1116
b1528	ydeA	1617028	1618218	1191
b1529	marC	1618243	1618908	666
b1530	marR	1619120	1619554	435
b1531	marA	1619574	1619957	384
b1532	marB	1619989	1620207	219
b1533	eamA	1620238	1621137	900
b1534	ydeE	1621332	1622519	1188
b4599	mgtS	1622646	1622741	96
b4775	mgtT	1622741	1622845	105
b4698	mgrR	1622817	1622914	98
b1535	dgcZ	1622960	1623850	891
b1536	ydeI	1624105	1624497	393
b1537	ydeJ	1624773	1625291	519
b1538	dcp	1625335	1627380	2046
b1539	ydfG	1627517	1628263	747
b1540	rspR	1628352	1629038	687
b1541	ydfZ	1629215	1629418	204
b1542	ydfI	1629453	1630913	1461
b1543	ydfJ	1631002	1632285	1284
b4748	ynfT	1632890	1633003	114
b1544	ydfK	1633072	1633305	234
b1545	pinQ	1633622	1634212	591
b1546	tfaQ	1634310	1634885	576
b1547	stfQ	1634885	1635847	963
b1548	nohA	1635798	1636367	570
b4533	ynfO	1636756	1636989	234
b1549	ydfO	1637047	1637457	411
b1550	gnsB	1637609	1637782	174
b1551	ynfN	1637954	1638109	156
b4749	ynfR	1638188	1638253	66
b4724	ynfQ	1638256	1638444	189
b1552	cspI	1638455	1638667	213
b1553	rzpQ	1639030	1639527	498
b4689	rzoQ	1639080	1639334	255
b1554	rrrQ	1639524	1640057	534
b1555	ydfR	1640054	1640365	312
b1556	essQ	1640370	1640585	216
b4776	ynfU	1640805	1640975	171
b1557	cspB	1641339	1641554	216
b1558	cspF	1641855	1642067	213
b4750	ynfS	1642122	1642211	90
b1559	ydfT	1642489	1643241	753
b1560	ydfU	1643255	1644304	1050
b1561	rem	1644651	1644902	252
b1562	hokD	1645119	1645274	156
b1563	relE	1645346	1645633	288
b1564	relB	1645633	1645872	240
b1565	ydfV	1645897	1646202	306
b1566	flxA	1646405	1646737	333
b1567	ydfW	1647174	1647323	150
b1568	ydfX	1647346	1647636	291
b1569	dicC	1647620	1647850	231
b1570	dicA	1647934	1648341	408
b1571	ydfA	1648508	1648663	156
b1572	ydfB	1648665	1648793	129
b1573	ydfC	1648823	1649041	219
b1574	dicF	1649382	1649434	53
b1575	dicB	1649609	1649797	189
b1576	ydfD	1649794	1649985	192
b1577	ydfE	1650078	1650998	921
b1578	insD7	1650881	1651537	657
b1579	intQ	1651512	1652708	1197
b4534	ynfP	1652728	1652838	111
b1580	rspB	1652896	1653915	1020
b1581	rspA	1653927	1655141	1215
b1582	ynfA	1655347	1655673	327
b1583	ynfB	1655808	1656149	342
b1584	speG	1656184	1656744	561
b1585	ynfC	1656747	1657457	711
b1586	ynfD	1657565	1657870	306
b1587	ynfE	1658069	1660495	2427
b1588	ynfF	1660556	1662979	2424
b1589	ynfG	1662990	1663607	618
b1590	ynfH	1663609	1664463	855
b1591	dmsD	1664506	1665120	615
b1592	clcB	1665315	1666571	1257
b1593	bidA	1666524	1667219	696
b1594	mlc	1667344	1668564	1221
b1595	ynfL	1668699	1669592	894
b1596	ynfM	1669699	1670952	1254
b1597	asr	1671376	1671684	309
b4601	ydgU	1671777	1671860	84
b1598	ydgD	1671960	1672781	822
b1599	mdtI	1672820	1673149	330
b1600	mdtJ	1673136	1673501	366
b4777	mdtU	1673608	1673709	102
b1601	tqsA	1673913	1674947	1035
b1602	pntB	1674972	1676360	1389
b1603	pntA	1676371	1677903	1533
b1604	ydgH	1678427	1679371	945
b1605	ydgI	1679557	1680939	1383
b1606	folM	1680976	1681698	723
b1607	ydgC	1681695	1682030	336
b1608	rstA	1682159	1682878	720
b1609	rstB	1682882	1684183	1302
b1610	tus	1684259	1685188	930
b1611	fumC	1685185	1686588	1404
b1612	fumA	1686731	1688377	1647
b1613	manA	1688576	1689751	1176
b1614	ydgA	1689852	1691360	1509
b1615	uidC	1691586	1692851	1266
b1616	uidB	1692890	1694263	1374
b1617	uidA	1694260	1696071	1812
b1618	uidR	1696462	1697052	591
b1619	hdhA	1697273	1698040	768
b1620	malI	1698152	1699180	1029
b1621	malX	1699355	1700947	1593
b1622	malY	1700957	1702129	1173
b1623	add	1702233	1703234	1002
b1624	ydgJ	1703268	1704308	1041
b4409	blr	1704551	1704676	126
b1625	cnu	1704949	1705164	216
b1626	ydgK	1705250	1705690	441
b1627	rsxA	1705767	1706348	582
b1628	rsxB	1706348	1706926	579
b1629	rsxC	1706919	1709141	2223
b1630	rsxD	1709142	1710200	1059
b1631	rsxG	1710204	1710824	621
b1632	rsxE	1710828	1711523	696
b1633	nth	1711523	1712158	636
b1634	dtpA	1712769	1714271	1503
b1635	gstA	1714377	1714982	606
b1636	pdxY	1715026	1715889	864
b1637	tyrS	1715948	1717222	1275
b1638	pdxH	1717351	1718007	657
b1639	mliC	1718066	1718395	330
b1640	anmK	1718493	1719602	1110
b1641	slyB	1719876	1720343	468
b1642	slyA	1720390	1720824	435
b1643	ydhI	1721025	1721261	237
b1644	ydhJ	1721264	1722121	858
b1645	ydhK	1722121	1724133	2013
b1646	sodC	1724134	1724655	522
b1647	ydhF	1724736	1725632	897
b1648	ydhL	1725681	1725920	240
b1649	nemR	1726023	1726622	600
b1650	nemA	1726659	1727756	1098
b1651	gloA	1727837	1728244	408
b1652	rnt	1728347	1728994	648
b1653	lhr	1729087	1733703	4617
b1654	grxD	1733754	1734101	348
b1655	mepH	1734435	1735250	816
b1656	sodB	1735378	1735959	582
b1657	ydhP	1736121	1737290	1170
b4602	cydH	1737456	1737545	90
b1658	purR	1737844	1738869	1026
b1659	punR	1738866	1739798	933
b1660	punC	1739911	1741122	1212
b1661	cfa	1741413	1742561	1149
b1662	ribC	1742601	1743242	642
b1663	mdtK	1743457	1744830	1374
b1664	ydhQ	1744871	1746127	1257
b1665	valV	1746435	1746511	77
b1666	valW	1746516	1746592	77
b1667	ydhR	1746700	1747005	306
b1668	ydhS	1747131	1748735	1605
b1669	ydhT	1748747	1749559	813
b1670	ydhU	1749563	1750348	786
b1671	ydhX	1750345	1751013	669
b1672	ydhW	1751077	1751724	648
b1673	ydhV	1751728	1753830	2103
b1674	ydhY	1753851	1754477	627
b1675	fumD	1754932	1755141	210
b4817	ynhH	1755496	1755690	195
b1676	pykF	1755698	1757110	1413
b1677	lpp	1757421	1757657	237
b1678	ldtE	1757721	1758725	1005
b1679	sufE	1758874	1759290	417
b1680	sufS	1759303	1760523	1221
b1681	sufD	1760520	1761791	1272
b1682	sufC	1761766	1762512	747
b1683	sufB	1762522	1764009	1488
b1684	sufA	1764018	1764386	369
b4430	rydB	1764713	1764780	68
b1685	ydiH	1764934	1765122	189
b1686	menI	1765222	1765632	411
b1687	ydiJ	1765629	1768685	3057
b1688	ydiK	1769074	1770186	1113
b4431	rprA	1770372	1770477	106
b1689	ydiL	1770615	1770971	357
b1690	ydiM	1771071	1772285	1215
b1691	ydiN	1772512	1773777	1266
b1692	ydiB	1773789	1774655	867
b1693	aroD	1774686	1775444	759
b1694	ydiF	1775587	1777182	1596
b1695	ydiO	1777196	1778347	1152
b1696	ydiP	1778390	1779301	912
b1697	ydiQ	1779617	1780381	765
b1698	ydiR	1780401	1781339	939
b1699	ydiS	1781395	1782684	1290
b1700	ydiT	1782681	1782974	294
b1701	fadK	1782977	1784677	1701
b1702	ppsA	1784734	1787112	2379
b1703	ppsR	1787445	1788278	834
b1704	aroH	1788435	1789481	1047
b1705	ydiE	1789613	1789804	192
b1706	selO	1789808	1791244	1437
b1707	rflP	1791307	1792020	714
b1708	nlpC	1792267	1792731	465
b1709	btuD	1792809	1793558	750
b1710	btuE	1793558	1794109	552
b1711	btuC	1794172	1795152	981
b1712	ihfA	1795253	1795552	300
b1713	pheT	1795557	1797944	2388
b1714	pheS	1797959	1798942	984
b1715	pheM	1799226	1799270	45
b1716	rplT	1799393	1799749	357
b1717	rpmI	1799802	1799999	198
b1718	infC	1800096	1800638	543
b1719	thrS	1800642	1802570	1929
b4494	arpB	1803094	1804993	1900
b4535	yniD	1805165	1805272	108
b1722	ydiY	1805325	1806083	759
b1723	pfkB	1806370	1807299	930
b1724	ydiZ	1807400	1807690	291
b1725	yniA	1807796	1808656	861
b1726	yniB	1808697	1809233	537
b1727	hxpB	1809380	1810048	669
b1728	ydjM	1810211	1810801	591
b1729	tcyP	1810934	1812325	1392
b1730	ydjO	1812329	1813132	804
b1731	cedA	1813421	1813663	243
b1732	katE	1813867	1816128	2262
b1733	chbG	1816386	1817135	750
b1734	chbF	1817148	1818500	1353
b1735	chbR	1818605	1819447	843
b1736	chbA	1819455	1819805	351
b1737	chbC	1819856	1821214	1359
b1738	chbB	1821299	1821619	321
b1739	osmE	1821918	1822256	339
b1740	nadE	1822458	1823285	828
b1741	cho	1823515	1824402	888
b1742	ves	1824362	1824937	576
b1743	spy	1825140	1825625	486
b1744	astE	1825955	1826923	969
b1745	astB	1826916	1828259	1344
b1746	astD	1828256	1829734	1479
b1747	astA	1829731	1830765	1035
b1748	astC	1830762	1831982	1221
b1749	xthA	1832428	1833234	807
b1750	ydjX	1833401	1834111	711
b1751	ydjY	1834116	1834793	678
b1752	ydjZ	1834808	1835515	708
b1753	ynjA	1835515	1836063	549
b1754	ynjB	1836073	1837239	1167
b1755	ynjC	1837212	1838747	1536
b1756	ynjD	1838747	1839400	654
b1757	ynjE	1839467	1840774	1308
b1758	ynjF	1840783	1841403	621
b1759	nudG	1841490	1841897	408
b1760	ynjH	1841863	1842135	273
b1761	gdhA	1842371	1843714	1344
b1762	ynjI	1843831	1844871	1041
b1763	topB	1844999	1846960	1962
b1764	selD	1846965	1848008	1044
b1765	ydjA	1848125	1848676	552
b1766	sppA	1848837	1850693	1857
b1767	ansA	1850860	1851876	1017
b1768	pncA	1851887	1852528	642
b1769	ydjE	1852621	1853979	1359
b1770	ydjF	1854096	1854854	759
b1771	ydjG	1854991	1855971	981
b1772	ydjH	1855981	1856928	948
b1773	ydjI	1856933	1857769	837
b1774	ydjJ	1857790	1858833	1044
b1775	ydjK	1858850	1860229	1380
b1776	ydjL	1860256	1861332	1077
b1777	yeaC	1861702	1861974	273
b1778	msrB	1862016	1862429	414
b1779	gapA	1862771	1863766	996
b1780	yeaD	1863850	1864734	885
b1781	yeaE	1864782	1865636	855
b1782	mipA	1865726	1866472	747
b1783	yeaG	1866908	1868842	1935
b1784	yeaH	1868955	1870238	1284
b1785	cdgI	1870385	1871860	1476
b1786	dgcJ	1872041	1873531	1491
b1787	yeaK	1873574	1874077	504
b1788	yoaI	1874078	1874182	105
b1789	yeaL	1874352	1874798	447
b1790	nimR	1874755	1875576	822
b1791	nimT	1875673	1876854	1182
b1792	yeaO	1876909	1877256	348
b1793	yoaF	1877278	1877532	255
b1794	dgcP	1877715	1878740	1026
b4676	yoaK	1878773	1878871	99
b4675	yoaJ	1878874	1878948	75
b1795	yeaQ	1879007	1879255	249
b1796	yoaG	1879403	1879585	183
b1797	yeaR	1879589	1879948	360
b1798	leuE	1880121	1880759	639
b1799	dmlR	1880886	1881809	924
b1800	dmlA	1881912	1882997	1086
b1801	yeaV	1883188	1884633	1446
b1802	yeaW	1884665	1885789	1125
b1803	yeaX	1885845	1886810	966
b1804	rnd	1886864	1887991	1128
b1805	fadD	1888061	1889746	1686
b1806	yeaY	1889951	1890532	582
b1807	tsaB	1890572	1891267	696
b1808	yoaA	1891325	1893235	1911
b1809	yoaB	1893367	1893711	345
b1810	yoaC	1894133	1894432	300
b1811	yoaH	1894552	1894731	180
b1812	pabB	1894805	1896166	1362
b1813	nudL	1896170	1896748	579
b1814	sdaA	1896932	1898296	1365
b1815	pdeD	1898427	1900025	1599
b1816	yoaE	1900029	1901585	1557
b4751	yoaL	1901573	1901731	159
b1817	manX	1902048	1903019	972
b1818	manY	1903082	1903882	801
b1819	manZ	1903895	1904746	852
b1820	yobD	1904801	1905259	459
b1821	mntP	1905688	1906254	567
b1822	rlmA	1906251	1907060	810
b1823	cspC	1907226	1907435	210
b1824	yobF	1907448	1907591	144
b1825	yebO	1908261	1908548	288
b1826	mgrB	1908623	1908766	144
b4536	yobH	1908925	1909164	240
b1827	kdgR	1909308	1910099	792
b1828	yebQ	1910276	1911649	1374
b1829	htpX	1911695	1912576	882
b1830	prc	1912768	1914816	2049
b1831	proQ	1914836	1915534	699
b1832	msrC	1915631	1916128	498
b1833	letA	1916258	1917541	1284
b1834	letB	1917510	1920143	2634
b1835	rsmF	1920223	1921662	1440
b1836	yebV	1921780	1922016	237
b1837	yebW	1922121	1922312	192
b1838	pphA	1922313	1922969	657
b4432	ryeA	1923066	1923337	272
b4433	sdsR	1923104	1923207	104
b1839	yebY	1923365	1923706	342
b1840	yebZ	1923719	1924591	873
b1841	yobA	1924595	1924969	375
b1842	holE	1925108	1925338	231
b1843	yobB	1925440	1926096	657
b1844	exoX	1926120	1926782	663
b1845	ptrB	1926779	1928839	2061
b1846	yebE	1929048	1929707	660
b1847	yebF	1930034	1930390	357
b1848	yebG	1930457	1930747	291
b1849	purT	1930881	1932059	1179
b1850	eda	1932115	1932756	642
b1851	edd	1932793	1934604	1812
b1852	zwf	1934839	1936314	1476
b1853	yebK	1936652	1937521	870
b1854	pykA	1937649	1939091	1443
b1855	lpxM	1939222	1940193	972
b1856	mepM	1940313	1941635	1323
b1857	znuA	1941651	1942583	933
b1858	znuC	1942662	1943417	756
b1859	znuB	1943414	1944199	786
b1860	ruvB	1944346	1945356	1011
b1861	ruvA	1945365	1945976	612
b4677	yobI	1946115	1946180	66
b1862	yebB	1946251	1946853	603
b1863	ruvC	1946855	1947376	522
b1864	yebC	1947411	1948151	741
b1865	nudB	1948180	1948632	453
b1866	aspS	1948750	1950522	1773
b1867	yecD	1950832	1951398	567
b1868	yecE	1951395	1952213	819
b1869	yecN	1952266	1952661	396
b1870	cmoA	1952702	1953445	744
b1871	cmoB	1953442	1954413	972
b1872	torZ	1954578	1957007	2430
b1873	torY	1957032	1958132	1101
b4717	micL	1958441	1958520	80
b1874	cutC	1958520	1959266	747
b1875	yecM	1959280	1959846	567
b1876	argS	1960062	1961795	1734
b4778	yecV	1961837	1961881	45
b1877	yecT	1961972	1962460	489
b1878	flhE	1962580	1962972	393
b1879	flhA	1962972	1965050	2079
b1880	flhB	1965043	1966191	1149
b1881	cheZ	1966393	1967037	645
b1882	cheY	1967048	1967437	390
b1883	cheB	1967452	1968501	1050
b1884	cheR	1968504	1969364	861
b1885	tap	1969383	1970984	1602
b1886	tar	1971030	1972691	1662
b1887	cheW	1972836	1973339	504
b1888	cheA	1973360	1975324	1965
b1889	motB	1975329	1976255	927
b1890	motA	1976252	1977139	888
b4828	motR	1977208	1977302	95
b1891	flhC	1977266	1977844	579
b1892	flhD	1977847	1978197	351
b1893	insB5	1978518	1979021	504
b1894	insA5	1978940	1979215	276
b1895	uspC	1979753	1980181	429
b1896	otsA	1980188	1981612	1425
b1897	otsB	1981587	1982387	801
b4460	araH	1982554	1983540	987
b1900	araG	1983555	1985069	1515
b1901	araF	1985139	1986128	990
b1902	ftnB	1986925	1987428	504
b4537	yecJ	1987507	1987758	252
b4663	azuC	1987873	1987959	87
b1904	yecR	1988222	1988545	324
b1905	ftnA	1988716	1989213	498
b1906	yecH	1989251	1989490	240
b1907	tyrP	1989681	1990892	1212
b1908	yecA	1990954	1991619	666
b4759	3'ETS-leuZ	1991748	1991814	67
b1909	leuZ	1991815	1991901	87
b1910	cysT	1991914	1991987	74
b1911	glyW	1992042	1992117	76
b1912	pgsA	1992269	1992817	549
b1913	uvrC	1992874	1994706	1833
b1914	uvrY	1994703	1995359	657
b4752	yecU	1995655	1995831	177
b1915	yecF	1995818	1996042	225
b1916	sdiA	1996110	1996832	723
b4719	sdsN	1996921	1997057	137
b1917	tcyN	1997062	1997814	753
b1918	tcyL	1997811	1998479	669
b1919	dcyD	1998494	1999480	987
b1920	tcyJ	1999585	2000385	801
b1921	fliZ	2000473	2001024	552
b1922	fliA	2001070	2001789	720
b4827	fliX	2001912	2002106	195
b1923	fliC	2002110	2003606	1497
b1924	fliD	2003872	2005278	1407
b1925	fliS	2005303	2005713	411
b1926	fliT	2005713	2006078	366
b1927	amyA	2006156	2007643	1488
b1928	yedD	2007677	2008090	414
b1929	yedE	2008277	2009482	1206
b1930	yedF	2009479	2009712	234
b1931	yedK	2009821	2010489	669
b1932	yedL	2010600	2011079	480
b4495	yedN	2011223	2012351	1129
b1936	intG	2012502	2012780	279
b1937	fliE	2012700	2013014	315
b1938	fliF	2013229	2014887	1659
b1939	fliG	2014880	2015875	996
b1940	fliH	2015868	2016554	687
b1941	fliI	2016554	2017927	1374
b1942	fliJ	2017946	2018389	444
b1943	fliK	2018386	2019513	1128
b1944	fliL	2019618	2020082	465
b1945	fliM	2020087	2021091	1005
b1946	fliN	2021088	2021501	414
b1947	fliO	2021504	2021869	366
b1948	fliP	2021869	2022606	738
b1949	fliQ	2022616	2022885	270
b1950	fliR	2022893	2023678	786
b1951	rcsA	2023968	2024591	624
b1952	dsrB	2024635	2024823	189
b1953	yodD	2024986	2025213	228
b1954	dsrA	2025223	2025313	91
b1955	yedP	2025511	2026326	816
b1956	dgcQ	2026323	2028017	1695
b1957	yodC	2028188	2028370	183
b1958	yedI	2028449	2029366	918
b1959	yedA	2029539	2030459	921
b1960	vsr	2030448	2030918	471
b1961	dcm	2030899	2032317	1419
b1962	yedJ	2032384	2033079	696
b1963	drpB	2033119	2033421	303
b4603	rseX	2033649	2033739	91
b4496	yedS	2034051	2035243	1193
b1967	hchA	2035835	2036686	852
b1968	hprS	2036794	2038152	1359
b1969	hprR	2038152	2038823	672
b1970	hiuH	2038956	2039369	414
b1971	msrP	2039478	2040482	1005
b1972	msrQ	2040483	2041118	636
b1973	zinT	2041375	2042025	651
b1974	yodB	2042368	2042898	531
b1975	serU	2043468	2043557	90
b1976	mtfA	2043651	2044448	798
b1977	asnT	2044549	2044624	76
b1978	yeeJ	2044938	2052014	7077
b4497	yeeL	2052276	2053328	1053
b1981	shiA	2053643	2054959	1317
b1982	amn	2055061	2056515	1455
b1983	yeeN	2056858	2057574	717
b1984	asnW	2058027	2058102	76
b1985	yeeO	2058203	2059846	1644
b1986	asnU	2059851	2059926	76
b1987	cbl	2059964	2060914	951
b1988	nac	2061016	2061933	918
b1989	asnV	2062260	2062335	76
b1990	ldtA	2062391	2063323	933
b1991	cobT	2063388	2064467	1080
b1992	cobS	2064479	2065222	744
b1993	cobU	2065219	2065764	546
b4639	yeeH	2066068	2066154	87
b1994	insH6	2066305	2067285	981
b4640	yoeG	2067360	2067892	533
b4641	yoeH	2068261	2068419	159
b4582	yoeA	2068635	2070474	1840
b1996	insD3	2068952	2069857	906
b1997	insC3	2069815	2070180	366
b1999	yeeP	2070786	2071211	426
b4435	isrC	2071317	2071511	195
b2000	flu	2071539	2074658	3120
b2001	yeeR	2074779	2076311	1533
b2002	yeeS	2076308	2076754	447
b2003	yeeT	2076817	2077038	222
b2004	cbeA	2077112	2077480	369
b2005	cbtA	2077569	2077943	375
b2006	yeeW	2077940	2078134	195
b4642	yoeD	2078549	2078677	129
b4538	yoeF	2078575	2078931	357
b2007	tmaR	2079032	2079361	330
b4818	yoeJ	2079427	2079477	51
b2008	yeeA	2079533	2080591	1059
b2009	sbmC	2080789	2081262	474
b2010	dacD	2081381	2082547	1167
b2011	sbcB	2082756	2084183	1428
b2012	tsuB	2084226	2084453	228
b2013	tsuA	2084467	2085525	1059
b2014	plaP	2085704	2087062	1359
b4678	yoeI	2087052	2087114	63
b2015	yeeY	2087329	2088258	930
b2016	yeeZ	2088304	2089128	825
b4539	yoeB	2089211	2089465	255
b2017	yefM	2089462	2089713	252
b2018	hisL	2089996	2090046	51
b2019	hisG	2090192	2091091	900
b2020	hisD	2091097	2092401	1305
b2021	hisC	2092398	2093468	1071
b2022	hisB	2093468	2094535	1068
b2023	hisH	2094535	2095125	591
b2024	hisA	2095125	2095862	738
b2025	hisF	2095844	2096620	777
b2026	hisI	2096614	2097225	612
b2027	wzzB	2097321	2098301	981
b2028	ugd	2098447	2099613	1167
b2029	gnd	2099862	2101268	1407
b4571	wbbL	2101396	2103389	1994
b2030	insH7	2101895	2102875	981
b2032	wbbK	2103391	2104509	1119
b2033	wbbJ	2104494	2105084	591
b2034	wbbI	2105065	2106057	993
b2035	wbbH	2106060	2107226	1167
b2036	glf	2107226	2108329	1104
b2037	rfbX	2108337	2109584	1248
b2038	rfbC	2109581	2110138	558
b2039	rfbA	2110138	2111019	882
b2040	rfbD	2111077	2111976	900
b2041	rfbB	2111976	2113061	1086
b2042	galF	2113434	2114327	894
b2043	wcaM	2114502	2115896	1395
b2044	wcaL	2115907	2117127	1221
b2045	wcaK	2117124	2118404	1281
b2046	wzxC	2118680	2120158	1479
b2047	wcaJ	2120160	2121554	1395
b2048	cpsG	2121609	2122979	1371
b2049	cpsB	2123084	2124520	1437
b2050	wcaI	2124523	2125746	1224
b2051	gmm	2125743	2126222	480
b2052	fcl	2126225	2127190	966
b2053	gmd	2127193	2128314	1122
b2054	wcaF	2128340	2128888	549
b2055	wcaE	2128904	2129650	747
b2056	wcaD	2129661	2130878	1218
b2057	wcaC	2130853	2132070	1218
b2058	wcaB	2132067	2132555	489
b2059	wcaA	2132558	2133397	840
b2060	wzc	2133490	2135652	2163
b2061	wzb	2135655	2136098	444
b2062	wza	2136104	2137243	1140
b2063	yegH	2137902	2139485	1584
b2064	asmA	2139759	2141612	1854
b2065	dcd	2141634	2142215	582
b2066	udk	2142307	2142948	642
b2067	dgcE	2143266	2146583	3318
b2068	alkA	2146692	2147540	849
b2069	yegD	2147674	2149026	1353
b2070	yegI	2149039	2150985	1947
b2071	yegJ	2151185	2151646	462
b2072	pphC	2151711	2152472	762
b2073	yegL	2152469	2153128	660
b4436	sibA	2153311	2153454	144
b4667	ibsA	2153349	2153408	60
b4437	sibB	2153646	2153781	136
b4668	ibsB	2153681	2153737	57
b2074	mdtA	2154016	2155263	1248
b2075	mdtB	2155263	2158385	3123
b2076	mdtC	2158386	2161463	3078
b2077	mdtD	2161464	2162879	1416
b2078	baeS	2162876	2164279	1404
b2079	baeR	2164276	2164998	723
b2080	yegP	2165189	2165521	333
b2081	trhP	2165668	2167029	1362
b4438	cyaR	2167114	2167200	87
b2082	ogrK	2167302	2167520	219
b2083	yegZ	2167602	2167820	219
b2085	yegR	2167989	2168306	318
b2086	yegS	2168712	2169611	900
b4498	gatR	2169693	2171727	2035
b2088	insE5	2170236	2170535	300
b2089	insF5	2170532	2171398	867
b2091	gatD	2171833	2172873	1041
b2092	gatC	2172921	2174278	1358
b2093	gatB	2174282	2174566	285
b2094	gatA	2174597	2175049	453
b2095	gatZ	2175059	2176321	1263
b2096	gatY	2176350	2177204	855
b2097	fbaB	2177512	2178564	1053
b2098	yegT	2178821	2180098	1278
b2099	yegU	2180095	2181099	1005
b2100	yegV	2181096	2182061	966
b2101	yegW	2182035	2182781	747
b2102	yegX	2182833	2183651	819
b2103	thiD	2183716	2184516	801
b2104	thiM	2184513	2185301	789
b2105	rcnR	2185524	2185796	273
b2106	rcnA	2185917	2186741	825
b2107	rcnB	2186960	2187298	339
b2108	yehA	2187380	2188414	1035
b2109	yehB	2188430	2190910	2481
b2110	yehC	2190926	2191645	720
b2111	yehD	2191680	2192222	543
b2112	yehE	2192515	2192796	282
b2113	mrp	2193059	2194168	1110
b2114	metG	2194300	2196333	2034
b2115	yehF	2196474	2197298	825
b4499	yehH	2197410	2200269	2860
b2118	yehI	2200279	2203911	3633
b4541	yehK	2203972	2204289	318
b2119	yehL	2204596	2205684	1089
b2120	yehM	2205695	2207974	2280
b2121	yehP	2207967	2209103	1137
b2122	yehQ	2209100	2210944	1845
b2123	yehR	2211225	2211686	462
b2124	yehS	2211726	2212196	471
b2125	btsR	2212243	2212962	720
b2126	btsS	2212959	2214644	1686
b2127	mlrA	2214866	2215597	732
b4542	yohO	2215657	2215764	108
b2128	yehW	2215745	2216476	732
b2129	yehX	2216481	2217407	927
b2130	yehY	2217400	2218557	1158
b2131	osmF	2218564	2219481	918
b2132	bglX	2219692	2221989	2298
b2133	dld	2222185	2223900	1716
b2134	pbpG	2223938	2224870	933
b2135	yohC	2225044	2225631	588
b2136	yohD	2225801	2226379	579
b2137	yohF	2226509	2227270	762
b2139	mdtQ	2227323	2228758	1436
b4679	yohP	2228982	2229065	84
b2140	dusC	2229438	2230385	948
b2141	yohJ	2230624	2231022	399
b2142	yohK	2231019	2231714	696
b2143	cdd	2231844	2232728	885
b2144	sanA	2232878	2233597	720
b2145	yeiS	2233600	2233839	240
b2146	preT	2234033	2235271	1239
b2147	preA	2235265	2236500	1236
b2148	mglC	2236743	2237753	1011
b2149	mglA	2237769	2239289	1521
b2150	mglB	2239350	2240348	999
b2151	galS	2240628	2241668	1041
b2152	yeiB	2241810	2242967	1158
b2153	folE	2242984	2243652	669
b2154	yeiG	2243910	2244746	837
b2155	cirA	2244778	2246769	1992
b2156	lysP	2247063	2248532	1470
b2157	yeiE	2248737	2249618	882
b2158	yeiH	2249717	2250766	1050
b2159	nfo	2250840	2251697	858
b2160	yeiI	2251700	2252788	1089
b2161	nupX	2252895	2254145	1251
b2162	rihB	2254245	2255186	942
b2163	yeiL	2255355	2256014	660
b2164	psuT	2256085	2257335	1251
b2165	psuG	2257429	2258367	939
b2166	psuK	2258355	2259296	942
b2167	fruA	2259719	2261410	1692
b2168	fruK	2261427	2262365	939
b2169	fruB	2262365	2263495	1131
b2170	setB	2263863	2265044	1182
b4502	yeiW	2265041	2265295	255
b2171	yeiP	2265450	2266022	573
b2172	yeiQ	2266245	2267711	1467
b2173	yeiR	2267829	2268815	987
b2174	lpxT	2268854	2269567	714
b2175	mepS	2269979	2270545	567
b2176	pdeN	2270726	2272282	1557
b2177	yejA	2272364	2274178	1815
b2178	yejB	2274179	2275273	1095
b2179	yejE	2275273	2276298	1026
b2180	yejF	2276300	2277889	1590
b2181	yejG	2277893	2278237	345
b2182	bcr	2278570	2279760	1191
b2183	rsuA	2279788	2280483	696
b2184	radD	2280632	2282392	1761
b2185	rplY	2282517	2282801	285
b2186	yejK	2282940	2283947	1008
b2187	yejL	2284129	2284356	228
b2188	lapC	2284376	2286136	1761
b2189	proL	2286211	2286287	77
b2190	yejO	2286390	2290180	3791
b2192	insH8	2289065	2290045	981
b2193	narP	2290500	2291147	648
b2194	ccmH	2291358	2292410	1053
b2195	ccmG	2292407	2292964	558
b2196	ccmF	2292961	2294904	1944
b2197	ccmE	2294901	2295380	480
b2198	ccmD	2295377	2295586	210
b2199	ccmC	2295583	2296320	738
b2200	ccmB	2296362	2297024	663
b2201	ccmA	2297021	2297644	624
b2202	napC	2297657	2298259	603
b2203	napB	2298269	2298718	450
b2204	napH	2298715	2299578	864
b2205	napG	2299565	2300260	696
b2206	napA	2300267	2302753	2487
b2207	napD	2302750	2303013	264
b2208	napF	2303003	2303497	495
b4604	yojO	2303606	2303770	165
b2209	eco	2303905	2304393	489
b2210	mqo	2305108	2306754	1647
b2211	yojI	2306972	2308615	1644
b2212	alkB	2308691	2309341	651
b2213	ada	2309341	2310405	1065
b2214	ftp	2310479	2311534	1056
b2215	ompC	2311646	2312749	1104
b4439	micF	2313084	2313176	93
